"","Ordem","Titulo","Endereco","Numero","Bairro","Area","Quartos","Banheiros","Vagas","Preco","Preco_m2","cod_bairro","qtde_bo","bo_per_capita","idadedobairro","dens_pop","areaHa","pop_2010","renda_med_dom_SM_mes","lnpreco","idade2","lnrenda"
"8817",4166,"Apartamento com 3 Quartos a  Venda, 155m2","Rua Doutor Pereira Neto",9999,"Tristeza",155,3,3,3,1050000,6774.1935483871,4314902026,965,638.01652892562,63,57.3,264,15125,14.57,13.8643007278442,3969,2.67896461486816
"8818",5714,"Apartamento com 3 Quartos a  Venda, 163m2","Rua Tito Levio Zambecari",9999,"Mont' Serrat",163,3,3,3,1880000,11533.7423312883,4314902044,432,422.039859320047,63,129.6,79,10236,24.07,14.4467821121216,3969,3.18096613883972
"8819",1494,"Apartamento com 3 Quartos a  Venda, 193m2","sem info",9999,"Moinhos de Vento",193,3,2,3,637000,3300.51813471503,4314902041,801,992.934176273708,63,98.4,82,8067,29.33,13.3645248413086,3969,3.37861084938049
"8820",4517,"Apartamento com 2 Quartos a  Venda, 86m2","Alameda Eduardo Guimaraes",9999,"Tres Figueiras",86,2,1,3,794000,9232.55813953488,4314902058,276,754.716981132075,63,34.5,106,3657,37,13.5848388671875,3969,3.61091780662537
"8821",7026,"Apartamento com 3 Quartos a  Venda, 158m2","Avenida Guapore",221,"Petropolis",158,3,4,3,2345717,14846.3101265823,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,14.66810131073,3969,3.01406311988831
"8822",2500,"Apartamento com 3 Quartos a  Venda, 152m2","Rua Pedro Weingartner",56,"Moinhos de Vento",152,3,4,3,1965000,12927.6315789474,4314902041,801,992.934176273708,63,98.4,82,8067,29.33,14.491003036499,3969,3.37861084938049
"8823",9387,"Apartamento com 3 Quartos a  Venda, 119m2","Rua General Neto",244,"Floresta",119,3,3,3,492500,4138.65546218487,4314902040,2528,1691.98848805301,63,89.5,167,14941,12.39,13.107250213623,3969,2.51688981056213
"8824",4803,"Apartamento com 3 Quartos a  Venda, 153m2","Rua Pedro Weingartner",56,"Moinhos de Vento",153,3,1,3,1995000,13039.2156862745,4314902041,801,992.934176273708,63,98.4,82,8067,29.33,14.5061550140381,3969,3.37861084938049
"8825",6337,"Apartamento com 3 Quartos a  Venda, 137m2","Rua Curupaiti",263,"Cristal",137,3,4,3,1230000,8978.10218978102,4314902024,1421,674.931129476584,63,78,270,21054,8.53,14.0225248336792,3969,2.14358925819397
"8826",7828,"Apartamento com 3 Quartos a  Venda, 166m2","Rua Carlos Huber",9999,"Tres Figueiras",166,3,5,3,3688608,22220.5301204819,4314902058,276,754.716981132075,63,34.5,106,3657,37,15.1207599639893,3969,3.61091780662537
"8827",7947,"Apartamento com 4 Quartos a  Venda, 188m2","sem info",9999,"Jardim Sao Pedro",188,4,5,3,1100000,5851.06382978723,4314902052,213,532.766383191596,63,43.5,92,3998,10.31,13.9108209609985,3969,2.33311438560486
"8828",5511,"Apartamento com 3 Quartos a  Venda, 174m2","sem info",9999,"Auxiliadora",174,3,5,3,2130000,12241.3793103448,4314902045,770,771.156735102654,63,121.8,82,9985,19.57,14.5716323852539,3969,2.9739978313446
"8829",7321,"Apartamento com 3 Quartos a  Venda, 112m2","Rua Americo Vespucio",290,"Higienopolis",112,3,3,3,9e+05,8035.71428571429,4314902049,509,559.586631486368,63,88.3,103,9096,17.53,13.7101497650146,3969,2.86391377449036
"8830",6818,"Apartamento com 3 Quartos a  Venda, 158m2","Avenida Guapore",221,"Petropolis",158,3,4,3,2345717,14846.3101265823,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,14.66810131073,3969,3.01406311988831
"8831",9313,"Apartamento com 3 Quartos a  Venda, 128m2","Rua Vasco da Gama",1098,"Bela Vista",128,3,4,3,1079000,8429.6875,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,13.8915452957153,3969,3.5461630821228
"8832",7036,"Apartamento com 3 Quartos a  Venda, 230m2","Rua General Couto de Magalhaes",1070,"Higienopolis",230,3,4,3,1979990,8608.65217391304,4314902049,509,559.586631486368,63,88.3,103,9096,17.53,14.4986019134521,3969,2.86391377449036
"8833",5132,"Apartamento com 3 Quartos a  Venda, 126m2","Rua Professor Cristiano Fischer",9999,"Petropolis",126,3,3,3,1199000,9515.87301587302,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.9969987869263,3969,3.01406311988831
"8834",8824,"Apartamento com 3 Quartos a  Venda, 241m2","sem info",9999,"Moinhos de Vento",241,3,4,3,1400000,5809.12863070539,4314902041,801,992.934176273708,63,98.4,82,8067,29.33,14.1519832611084,3969,3.37861084938049
"8835",5124,"Apartamento com 3 Quartos a  Venda, 158m2","sem info",9999,"Mont' Serrat",158,3,3,3,1990000,12594.9367088608,4314902044,432,422.039859320047,63,129.6,79,10236,24.07,14.5036449432373,3969,3.18096613883972
"8836",9532,"Apartamento com 3 Quartos a  Venda, 125m2","sem info",9999,"Petropolis",125,3,3,3,1925000,15400,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,14.4704360961914,3969,3.01406311988831
"8837",3651,"Apartamento com 3 Quartos a  Venda, 174m2","Rua Silva Jardim",966,"Bela Vista",174,3,5,3,2129000,12235.632183908,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.5711631774902,3969,3.5461630821228
"8838",5128,"Apartamento com 3 Quartos a  Venda, 96m2","Rua Doutor Dias de Carvalho",9999,"Tristeza",96,3,2,3,720000,7500,4314902026,965,638.01652892562,63,57.3,264,15125,14.57,13.487006187439,3969,2.67896461486816
"8839",7919,"Apartamento com 3 Quartos a  Venda, 209m2","Rua Carlos Huber",9999,"Tres Figueiras",209,3,5,3,4581734,21922.1722488038,4314902058,276,754.716981132075,63,34.5,106,3657,37,15.3375883102417,3969,3.61091780662537
"8840",5024,"Apartamento com 3 Quartos a  Venda, 96m2","Rua Doutor Dias de Carvalho",9999,"Tristeza",96,3,2,3,720000,7500,4314902026,965,638.01652892562,63,57.3,264,15125,14.57,13.487006187439,3969,2.67896461486816
"8841",2274,"Apartamento com 3 Quartos a  Venda, 198m2","Rua Renato Almeida",21,"Bela Vista",198,3,3,3,1980000,10000,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.498607635498,3969,3.5461630821228
"8842",8043,"Apartamento com 4 Quartos a  Venda, 258m2","sem info",9999,"Bela Vista",258,4,5,3,3199000,12399.2248062015,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.9783487319946,3969,3.5461630821228
"8843",6735,"Apartamento com 3 Quartos a  Venda, 164m2","sem info",9999,"Mont' Serrat",164,3,4,3,1990000,12134.1463414634,4314902044,432,422.039859320047,63,129.6,79,10236,24.07,14.5036449432373,3969,3.18096613883972
"8844",5782,"Apartamento com 4 Quartos a  Venda, 120m2","Rua Padre Paulo Englert",25,"Espirito Santo",120,4,3,3,510000,4250,4314902030,221,385.42029996512,63,33,174,5734,11.02,13.1421661376953,3969,2.3997118473053
"8845",9742,"Apartamento com 3 Quartos a  Venda, 223m2","sem info",9999,"Bela Vista",223,3,5,3,4100000,18385.6502242152,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.2264976501465,3969,3.5461630821228
"8846",9911,"Apartamento com 3 Quartos a  Venda, 217m2","sem info",9999,"Tristeza",217,3,1,3,2677633,12339.3225806452,4314902026,965,638.01652892562,63,57.3,264,15125,14.57,14.800443649292,3969,2.67896461486816
"8847",1115,"Apartamento com 3 Quartos a  Venda, 250m2","sem info",9999,"Bela Vista",250,3,3,3,1865000,7460,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.4387712478638,3969,3.5461630821228
"8848",4397,"Apartamento com 3 Quartos a  Venda, 137m2","sem info",9999,"Petropolis",137,3,5,3,1750000,12773.7226277372,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,14.3751258850098,3969,3.01406311988831
"8849",8182,"Apartamento com 3 Quartos a  Venda, 170m2","sem info",9999,"Rio Branco",170,3,4,3,1970000,11588.2352941176,4314902042,1212,635.586554093031,63,140.2,136,19069,20.5,14.4935436248779,3969,3.02042484283447
"8850",5363,"Apartamento com 3 Quartos a  Venda, 110m2","sem info",9999,"Tres Figueiras",110,3,3,3,586000,5327.27272727273,4314902058,276,754.716981132075,63,34.5,106,3657,37,13.2810754776001,3969,3.61091780662537
"8851",5776,"Apartamento com 3 Quartos a  Venda, 143m2","Avenida Luiz Manoel Gonzaga",9999,"Petropolis",143,3,3,3,1350000,9440.55944055944,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,14.1156148910522,3969,3.01406311988831
"8852",5589,"Apartamento com 4 Quartos a  Venda, 543m2","Avenida Diario de Notecias",9999,"Cristal",543,4,5,3,9305000,17136.2799263352,4314902024,1421,674.931129476584,63,78,270,21054,8.53,16.0460624694824,3969,2.14358925819397
"8853",2808,"Apartamento com 2 Quartos a  Venda, 93m2","Avenida Alegrete",9999,"Petropolis",93,2,3,3,1069000,11494.623655914,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.8822345733643,3969,3.01406311988831
"8854",208,"Apartamento com 4 Quartos a  Venda, 271m2","Rua Santo Inacio",9999,"Moinhos de Vento",271,4,4,3,4500000,16605.1660516605,4314902041,801,992.934176273708,63,98.4,82,8067,29.33,15.3195877075195,3969,3.37861084938049
"8855",4332,"Apartamento com 4 Quartos a  Venda, 356m2","Rua General Oscar Miranda",165,"Bela Vista",356,4,2,3,7851360,22054.3820224719,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.8761968612671,3969,3.5461630821228
"8856",7689,"Apartamento com 4 Quartos a  Venda, 188m2","sem info",9999,"Jardim Sao Pedro",188,4,5,3,1100000,5851.06382978723,4314902052,213,532.766383191596,63,43.5,92,3998,10.31,13.9108209609985,3969,2.33311438560486
"8857",7483,"Apartamento com 3 Quartos a  Venda, 169m2","Rua Cabral",983,"Rio Branco",169,3,4,3,1962000,11609.4674556213,4314902042,1212,635.586554093031,63,140.2,136,19069,20.5,14.4894752502441,3969,3.02042484283447
"8858",4586,"Apartamento com 3 Quartos a  Venda, 181m2","Rua Casemiro de Abreu",1655,"Bela Vista",181,3,1,3,2440000,13480.6629834254,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.7075090408325,3969,3.5461630821228
"8859",5912,"Apartamento com 3 Quartos a  Venda, 157m2","Rua Barao de Uba",519,"Bela Vista",157,3,4,3,1380000,8789.80891719745,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.1375942230225,3969,3.5461630821228
"8860",2786,"Apartamento com 3 Quartos a  Venda, 159m2","Rua Artur Rocha",669,"Mont' Serrat",159,3,4,3,1960000,12327.0440251572,4314902044,432,422.039859320047,63,129.6,79,10236,24.07,14.4884548187256,3969,3.18096613883972
"8861",6033,"Apartamento com 3 Quartos a  Venda, 208m2","sem info",9999,"Mont' Serrat",208,3,3,3,1290000,6201.92307692308,4314902044,432,422.039859320047,63,129.6,79,10236,24.07,14.0701532363892,3969,3.18096613883972
"8862",9759,"Apartamento com 3 Quartos a  Venda, 154m2","sem info",9999,"Chacara das Pedras",154,3,4,3,1950000,12662.3376623377,4314902059,361,513.221495592835,63,69,102,7034,20.68,14.4833402633667,3969,3.02916693687439
"8863",5778,"Apartamento com 3 Quartos a  Venda, 158m2","sem info",9999,"Auxiliadora",158,3,4,3,1290000,8164.55696202532,4314902045,770,771.156735102654,63,121.8,82,9985,19.57,14.0701532363892,3969,2.9739978313446
"8864",4663,"Apartamento com 3 Quartos a  Venda, 181m2","Rua Casemiro de Abreu",1655,"Bela Vista",181,3,1,3,2440000,13480.6629834254,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.7075090408325,3969,3.5461630821228
"8865",1164,"Apartamento com 3 Quartos a  Venda, 167m2","Rua Miracema",62,"Chacara das Pedras",167,3,4,3,1250000,7485.02994011976,4314902059,361,513.221495592835,63,69,102,7034,20.68,14.0386543273926,3969,3.02916693687439
"8866",3408,"Apartamento com 4 Quartos a  Venda, 420m2","Avenida Guaeba",9999,"Vila Assuncao",420,4,4,3,3200000,7619.04761904762,4314902025,179,389.893269440209,63,38.3,120,4591,27.74,14.9786615371704,3969,3.32287549972534
"8867",9798,"Apartamento com 3 Quartos a  Venda, 125m2","sem info",9999,"Petropolis",125,3,1,3,1580000,12640,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,14.2729358673096,3969,3.01406311988831
"8868",2154,"Apartamento com 3 Quartos a  Venda, 231m2","Avenida Luiz Manoel Gonzaga",175,"Petropolis",231,3,5,3,3200000,13852.8138528139,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,14.9786615371704,3969,3.01406311988831
"8869",5068,"Apartamento com 3 Quartos a  Venda, 110m2","Rua Maranguape",9999,"Petropolis",110,3,3,3,990000,9000,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.8054599761963,3969,3.01406311988831
"8870",4564,"Apartamento com 3 Quartos a  Venda, 158m2","Rua Dona Augusta",9999,"Menino Deus",158,3,4,3,1799000,11386.0759493671,4314902004,2188,739.764005815329,63,137.6,215,29577,15.6,14.4027414321899,3969,2.74727082252502
"8871",4222,"Apartamento com 3 Quartos a  Venda, 155m2","sem info",9999,"Bela Vista",155,3,1,3,2590000,16709.6774193548,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.7671680450439,3969,3.5461630821228
"8872",5722,"Apartamento com 3 Quartos a  Venda, 148m2","Avenida Bage",9999,"Petropolis",148,3,4,3,1400000,9459.45945945946,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,14.1519832611084,3969,3.01406311988831
"8873",8951,"Apartamento com 4 Quartos a  Venda, 380m2","Rua Monroe",179,"Santa Tereza",380,4,4,3,2499000,6576.31578947368,4314902009,1357,287.652358240594,63,103.9,454,47175,5.78,14.7314014434814,3969,1.7544037103653
"8874",3128,"Apartamento com 3 Quartos a  Venda, 169m2","Rua Portugal",1288,"Higienopolis",169,3,3,3,1550000,9171.59763313609,4314902049,509,559.586631486368,63,88.3,103,9096,17.53,14.2537651062012,3969,2.86391377449036
"8875",7002,"Apartamento com 3 Quartos a  Venda, 260m2","Rua Farnese",9999,"Bela Vista",260,3,4,3,2900000,11153.8461538462,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.8802213668823,3969,3.5461630821228
"8876",3984,"Apartamento com 3 Quartos a  Venda, 390m2","Rua Agrovet",50,"Agronomia",390,3,4,3,450000,1153.84615384615,4314902035,1010,826.378661430208,46,8.6,1241,12222,3.98,13.0170030593872,2116,1.38128185272217
"8877",6827,"Apartamento com 3 Quartos a  Venda, 230m2","Rua General Couto de Magalhaes",1070,"Higienopolis",230,3,4,3,1979990,8608.65217391304,4314902049,509,559.586631486368,63,88.3,103,9096,17.53,14.4986019134521,3969,2.86391377449036
"8878",4654,"Apartamento com 3 Quartos a  Venda, 217m2","sem info",9999,"Tristeza",217,3,1,3,1844500,8500,4314902026,965,638.01652892562,63,57.3,264,15125,14.57,14.4277191162109,3969,2.67896461486816
"8879",4282,"Apartamento com 4 Quartos a  Venda, 356m2","Rua General Oscar Miranda",165,"Bela Vista",356,4,2,3,7851360,22054.3820224719,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.8761968612671,3969,3.5461630821228
"8880",5487,"Apartamento com 3 Quartos a  Venda, 110m2","sem info",9999,"Tres Figueiras",110,3,3,3,586000,5327.27272727273,4314902058,276,754.716981132075,63,34.5,106,3657,37,13.2810754776001,3969,3.61091780662537
"8881",1799,"Apartamento com 3 Quartos a  Venda, 122m2","Avenida Toropi",9999,"Petropolis",122,3,3,3,1915000,15696.7213114754,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,14.4652280807495,3969,3.01406311988831
"8882",3598,"Apartamento com 3 Quartos a  Venda, 91m2","Rua Dona Ondina",73,"Menino Deus",91,3,3,3,699000,7681.31868131868,4314902004,2188,739.764005815329,63,137.6,215,29577,15.6,13.4574060440063,3969,2.74727082252502
"8883",5799,"Apartamento com 3 Quartos a  Venda, 137m2","Rua Dona Paulina",9999,"Tristeza",137,3,3,3,960000,7007.29927007299,4314902026,965,638.01652892562,63,57.3,264,15125,14.57,13.7746887207031,3969,2.67896461486816
"8884",8090,"Apartamento com 3 Quartos a  Venda, 166m2","Rua Carlos Huber",9999,"Tres Figueiras",166,3,5,3,3688608,22220.5301204819,4314902058,276,754.716981132075,63,34.5,106,3657,37,15.1207599639893,3969,3.61091780662537
"8885",722,"Apartamento com 3 Quartos a  Venda, 190m2","Rua Honorio Silveira Dias",9999,"Higienopolis",190,3,3,3,750000,3947.36842105263,4314902049,509,559.586631486368,63,88.3,103,9096,17.53,13.5278282165527,3969,2.86391377449036
"8886",8941,"Apartamento com 3 Quartos a  Venda, 247m2","sem info",9999,"Boa Vista",247,3,5,3,4515000,18279.3522267206,4314902056,501,576.458405246807,63,54.3,160,8691,25.76,15.3229160308838,3969,3.24882292747498
"8887",6774,"Apartamento com 3 Quartos a  Venda, 192m2","sem info",9999,"Floresta",192,3,1,3,1851516,9643.3125,4314902040,2528,1691.98848805301,63,89.5,167,14941,12.39,14.4315156936646,3969,2.51688981056213
"8888",9361,"Apartamento com 3 Quartos a  Venda, 149m2","Rua Padre Chagas",9999,"Moinhos de Vento",149,3,4,3,1580000,10604.0268456376,4314902041,801,992.934176273708,63,98.4,82,8067,29.33,14.2729358673096,3969,3.37861084938049
"8889",1434,"Apartamento com 3 Quartos a  Venda, 159m2","Rua Dona Augusta",333,"Menino Deus",159,3,6,3,2150000,13522.0125786164,4314902004,2188,739.764005815329,63,137.6,215,29577,15.6,14.5809783935547,3969,2.74727082252502
"8890",2888,"Apartamento com 3 Quartos a  Venda, 361m2","Rua Renato Almeida",9999,"Bela Vista",361,3,5,3,3540000,9806.09418282549,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.0796375274658,3969,3.5461630821228
"8891",3209,"Apartamento com 3 Quartos a  Venda, 117m2","Rua Sinimbu",145,"Petropolis",117,3,2,3,1150000,9829.05982905983,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.9552726745605,3969,3.01406311988831
"8892",3602,"Apartamento com 3 Quartos a  Venda, 209m2","Rua Jaragua",68,"Bela Vista",209,3,5,3,3491000,16703.3492822967,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.0656986236572,3969,3.5461630821228
"8893",9265,"Apartamento com 3 Quartos a  Venda, 259m2","Avenida Lageado",9999,"Petropolis",259,3,1,3,3900000,15057.9150579151,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,15.1764869689941,3969,3.01406311988831
"8894",5593,"Apartamento com 3 Quartos a  Venda, 130m2","sem info",9999,"Mont' Serrat",130,3,4,3,1e+06,7692.30769230769,4314902044,432,422.039859320047,63,129.6,79,10236,24.07,13.8155107498169,3969,3.18096613883972
"8895",8962,"Apartamento com 3 Quartos a  Venda, 185m2","sem info",9999,"Mont' Serrat",185,3,3,3,1750000,9459.45945945946,4314902044,432,422.039859320047,63,129.6,79,10236,24.07,14.3751258850098,3969,3.18096613883972
"8896",6970,"Apartamento com 3 Quartos a  Venda, 264m2","sem info",9999,"Bela Vista",264,3,3,3,4245891,16082.9204545455,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.2614622116089,3969,3.5461630821228
"8897",3543,"Apartamento com 3 Quartos a  Venda, 284m2","Rua Engenheiro Afonso Cavalcanti",161,"Bela Vista",284,3,5,3,2249000,7919.01408450704,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.6259965896606,3969,3.5461630821228
"8898",8012,"Apartamento com 3 Quartos a  Venda, 231m2","Rua alvares Machado",21,"Petropolis",231,3,3,3,1e+06,4329.00432900433,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.8155107498169,3969,3.01406311988831
"8899",5849,"Apartamento com 4 Quartos a  Venda, 292m2","sem info",9999,"Higienopolis",292,4,4,3,2390000,8184.93150684932,4314902049,509,559.586631486368,63,88.3,103,9096,17.53,14.686803817749,3969,2.86391377449036
"8900",2321,"Apartamento com 3 Quartos a  Venda, 130m2","sem info",9999,"Mont' Serrat",130,3,3,3,999999,7692.3,4314902044,432,422.039859320047,63,129.6,79,10236,24.07,13.8155097961426,3969,3.18096613883972
"8901",2878,"Apartamento com 3 Quartos a  Venda, 152m2","sem info",9999,"Bela Vista",152,3,1,3,1780000,11710.5263157895,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.3921241760254,3969,3.5461630821228
"8902",5457,"Apartamento com 4 Quartos a  Venda, 543m2","Avenida Diario de Notecias",9999,"Cristal",543,4,5,3,9305000,17136.2799263352,4314902024,1421,674.931129476584,63,78,270,21054,8.53,16.0460624694824,3969,2.14358925819397
"8903",4665,"Apartamento com 3 Quartos a  Venda, 110m2","sem info",9999,"Petropolis",110,3,3,3,990000,9000,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.8054599761963,3969,3.01406311988831
"8904",8895,"Apartamento com 3 Quartos a  Venda, 240m2","Rua Doutor Vale",479,"Moinhos de Vento",240,3,4,3,1540000,6416.66666666667,4314902041,801,992.934176273708,63,98.4,82,8067,29.33,14.2472925186157,3969,3.37861084938049
"8905",7518,"Apartamento com 3 Quartos a  Venda, 160m2","sem info",9999,"Mont' Serrat",160,3,4,3,2799000,17493.75,4314902044,432,422.039859320047,63,129.6,79,10236,24.07,14.8447723388672,3969,3.18096613883972
"8906",1458,"Apartamento com 3 Quartos a  Venda, 163m2","Avenida Coronel Marcos",9999,"Ipanema",163,3,3,3,2150000,13190.1840490798,4314902029,658,389.879717959353,63,42.4,398,16877,16.94,14.5809783935547,3969,2.82967758178711
"8907",8798,"Apartamento com 4 Quartos a  Venda, 540m2","Avenida Encantado",316,"Petropolis",540,4,2,3,3370000,6240.74074074074,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,15.0304231643677,3969,3.01406311988831
"8908",6582,"Apartamento com 3 Quartos a  Venda, 192m2","sem info",9999,"Floresta",192,3,1,3,1851516,9643.3125,4314902040,2528,1691.98848805301,63,89.5,167,14941,12.39,14.4315156936646,3969,2.51688981056213
"8909",2932,"Apartamento com 3 Quartos a  Venda, 270m2","Rua Doutor Tauphick Saadi",9999,"Bela Vista",270,3,4,3,1720000,6370.37037037037,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.357834815979,3969,3.5461630821228
"8910",3850,"Apartamento com 3 Quartos a  Venda, 129m2","Rua Vasco da Gama",1098,"Bom Fim",129,3,1,3,1080000,8372.09302325581,4314902038,928,817.549114615452,63,298.7,38,11351,15.8,13.8924713134766,3969,2.76001000404358
"8911",8645,"Apartamento com 4 Quartos a  Venda, 262m2","Rua Comendador Rheingantz",630,"Auxiliadora",262,4,4,3,1790000,6832.06106870229,4314902045,770,771.156735102654,63,121.8,82,9985,19.57,14.39772605896,3969,2.9739978313446
"8912",5329,"Apartamento com 3 Quartos a  Venda, 182m2","sem info",9999,"Petropolis",182,3,5,3,2400000,13186.8131868132,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,14.6909790039062,3969,3.01406311988831
"8913",9165,"Apartamento com 3 Quartos a  Venda, 241m2","sem info",9999,"Moinhos de Vento",241,3,4,3,1400000,5809.12863070539,4314902041,801,992.934176273708,63,98.4,82,8067,29.33,14.1519832611084,3969,3.37861084938049
"8914",4391,"Apartamento com 4 Quartos a  Venda, 356m2","Rua General Oscar Miranda",165,"Bela Vista",356,4,2,3,7851360,22054.3820224719,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.8761968612671,3969,3.5461630821228
"8915",9282,"Apartamento com 2 Quartos a  Venda, 80m2","sem info",9999,"Higienopolis",80,2,2,3,826000,10325,4314902049,509,559.586631486368,63,88.3,103,9096,17.53,13.6243495941162,3969,2.86391377449036
"8916",9531,"Apartamento com 3 Quartos a  Venda, 125m2","sem info",9999,"Petropolis",125,3,3,3,1620000,12960,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,14.2979364395142,3969,3.01406311988831
"8917",4667,"Apartamento com 3 Quartos a  Venda, 219m2","Travessa Nova Trento",9999,"Tristeza",219,3,3,3,2390000,10913.2420091324,4314902026,965,638.01652892562,63,57.3,264,15125,14.57,14.686803817749,3969,2.67896461486816
"8918",3658,"Apartamento com 3 Quartos a  Venda, 127m2","Rua Coronel Bordini",9999,"Auxiliadora",127,3,3,3,1300000,10236.2204724409,4314902045,770,771.156735102654,63,121.8,82,9985,19.57,14.0778751373291,3969,2.9739978313446
"8919",3900,"Apartamento com 2 Quartos a  Venda, 83m2","sem info",9999,"Bom Jesus",83,2,2,3,699000,8421.68674698795,4314902021,1101,390.024442948741,36,157.7,179,28229,3.97,13.4574060440063,1296,1.37876605987549
"8920",3680,"Apartamento com 3 Quartos a  Venda, 164m2","Rua Engenheiro Saldanha",115,"Moinhos de Vento",164,3,4,3,7e+05,4268.29268292683,4314902041,801,992.934176273708,63,98.4,82,8067,29.33,13.4588356018066,3969,3.37861084938049
"8921",6369,"Apartamento com 3 Quartos a  Venda, 211m2","sem info",9999,"Bela Vista",211,3,4,3,1870000,8862.55924170616,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,14.4414491653442,3969,3.5461630821228
"8922",7334,"Apartamento com 3 Quartos a  Venda, 201m2","Rua Eudoro Berlink",77,"Moinhos de Vento",201,3,6,3,2500000,12437.8109452736,4314902041,801,992.934176273708,63,98.4,82,8067,29.33,14.73180103302,3969,3.37861084938049
"8923",4176,"Apartamento com 3 Quartos a  Venda, 156m2","sem info",9999,"Boa Vista",156,3,1,3,2732958,17518.9615384615,4314902056,501,576.458405246807,63,54.3,160,8691,25.76,14.8208951950073,3969,3.24882292747498
"8924",858,"Apartamento com 3 Quartos a  Venda, 110m2","sem info",9999,"Petropolis",110,3,3,3,990000,9000,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.8054599761963,3969,3.01406311988831
"8925",3668,"Apartamento com 3 Quartos a  Venda, 209m2","Rua Jaragua",68,"Bela Vista",209,3,5,3,3491000,16703.3492822967,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.0656986236572,3969,3.5461630821228
"8926",1950,"Apartamento com 3 Quartos a  Venda, 104m2","Rua Dario Pederneiras",9999,"Petropolis",104,3,3,3,950000,9134.61538461538,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.764217376709,3969,3.01406311988831
"8927",7749,"Apartamento com 3 Quartos a  Venda, 137m2","sem info",9999,"Petropolis",137,3,1,3,1690000,12335.7664233577,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,14.3402395248413,3969,3.01406311988831
"8928",6325,"Apartamento com 3 Quartos a  Venda, 236m2","Rua Armando Pereira Camara",111,"Petropolis",236,3,3,3,1950000,8262.71186440678,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,14.4833402633667,3969,3.01406311988831
"8929",3531,"Apartamento com 3 Quartos a  Venda, 202m2","Rua Coronel Bordini",9999,"Bela Vista",202,3,1,3,4500000,22277.2277227723,4314902043,368,382.496621972768,63,104.6,92,9621,34.68,15.3195877075195,3969,3.5461630821228
"8930",3622,"Apartamento com 3 Quartos a  Venda, 105m2","sem info",9999,"Petropolis",105,3,3,3,1100000,10476.1904761905,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,13.9108209609985,3969,3.01406311988831
"8931",5671,"Apartamento com 3 Quartos a  Venda, 221m2","sem info",9999,"Petropolis",221,3,1,3,4221355,19101.1538461538,4314902019,2236,637.600159685192,63,105.3,333,35069,20.37,15.2556667327881,3969,3.01406311988831
"8932",5883,"Apartamento com 3 Quartos a  Venda, 208m2","sem info",9999,"Mont' Serrat",208,3,3,3,1290000,6201.92307692308,4314902044,432,422.039859320047,63,129.6,79,10236,24.07,14.0701532363892,3969,3.18096613883972
